model_year,brand,type,miles_per_gallon,premium_version,msrp,collection_car
1998,Ford,Minivan,12.0,0,25000.0,0
1999,Chevrolet,SUV,15.0,0,35000.0,0
1974,Lincoln,Sedan,12.0,0,10994.0,1
2020,Mercedes-Benz,SUV,25.0,0,35000.0,0
2012,Dodge,Coupe,14.0,1,47000.0,0
2013,Subaru,SUV,24.0,1,29500.0,0
2008,Lexus,SUV,20.0,0,41000.0,0
2018,Land,SUV,15.0,0,50000.0,1
2015,Dodge,Pickup,20.0,0,50000.0,0
2013,Subaru,Sedan,20.0,1,35000.0,0
1998,Toyota,Pickup,20.0,0,20000.0,0
2002,Lincoln,Sedan,18.0,0,30000.0,0
2021,BMW,Coupe,20.0,1,100000.0,0
2008,Mazda,Sedan,24.0,0,15000.0,0
2012,Pontiac,Sedan,17.0,0,33700.0,1
2019,Maserati,Coupe,12.0,1,500000.0,1
2007,Mercedes-Benz,SUV,25.0,1,35000.0,0
2005,Ferrari,Coupe,16.0,1,300000.0,1
2013,Kia,Sedan,30.0,0,25000.0,0
2020,Dodge,SUV,13.0,1,65500.0,0
2007,Volvo,SUV,100.0,1,52000.0,0
2014,Toyota,Pickup,15.0,0,415000.0,0
2023,Lexus,SUV,20.0,1,48000.0,0
2016,Subaru,SUV,20.0,1,35995.0,0
2017,INFINITI,SUV,18.0,0,45800.0,0
2017,Volkswagen,Hatchback,24.0,0,24995.0,0
2020,Lexus,Sedan,19.0,0,80000.0,0
2024,Mazda,SUV,25.0,1,30000.0,0
2018,Nissan,SUV,16.0,0,27000.0,0
2016,Maserati,Coupe,14.0,1,105000.0,1
2011,Cadillac,Pickup,14.0,1,42500.0,0
2004,Acura,Sedan,30.0,0,25000.0,0
2017,Chevrolet,SUV,22.0,0,27400.0,0
2021,Ford,Pickup,21.0,0,30000.0,0
2008,BMW,Sedan,20.0,1,70000.0,1
2006,Volvo,SUV,18.0,0,35000.0,0
2000,Volvo,Coupe,21.0,0,30000.0,0
2014,GMC,SUV,17.0,0,32995.0,0
2007,Subaru,Sedan,22.0,1,19500.0,0
2023,Jeep,Coupe,20.0,1,62000.0,0
2003,Ford,Pickup,20.0,0,18000.0,0
2023,GMC,Pickup,22.0,0,41500.0,0
2010,Dodge,Sedan,14.0,1,45000.0,0
2018,INFINITI,SUV,16.0,0,44600.0,0
2015,Nissan,Hatchback,126.0,0,32990.0,0
2010,Ford,SUV,20.0,1,35000.0,0
2012,Nissan,Coupe,26.0,0,18400.0,0
2006,Nissan,SUV,14.0,0,42000.0,0
2008,Cadillac,SUV,14.0,1,75800.0,0
2016,Volkswagen,Sedan,30.0,0,23500.0,0
2013,Jeep,SUV,25.0,0,22000.0,0
2021,Mercedes-Benz,Sedan,30.0,1,41000.0,0
2023,Hyundai,SUV,25.0,0,33000.0,0
2016,Land,SUV,17.0,0,60000.0,0
2009,Audi,Convertible,22.0,1,35600.0,0
2006,Porsche,Convertible,20.0,1,60000.0,0
2013,Buick,Minivan,18.0,0,25000.0,0
2017,Audi,Coupe,24.0,1,47000.0,0
2019,Lamborghini,Coupe,14.0,1,198000.0,1
2012,Jeep,SUV,14.0,0,30370.0,0
2023,Hyundai,SUV,120.0,0,44990.0,0
2021,Hyundai,Coupe,28.0,0,26500.0,0
2019,Honda,SUV,20.0,0,38700.0,0
2016,Toyota,Sedan,21.0,0,42900.0,0
2001,Ford,Coupe,15.0,1,25000.0,1
2015,Jaguar,Convertible,20.0,1,99900.0,1
2012,Acura,SUV,20.0,1,46000.0,0
1996,GMC,Pickup,16.0,0,26600.0,0
2015,Ford,Pickup,20.0,0,25000.0,0
2019,MINI,Hatchback,26.0,1,30000.0,0
2022,Ford,Coupe,24.0,1,32990.0,0
2024,Porsche,Coupe,18.0,1,207000.0,1
2005,Pontiac,Sedan,19.0,0,31000.0,0
2020,Toyota,SUV,25.0,0,25000.0,0
2013,Audi,Sedan,24.0,0,35900.0,0
2016,Jaguar,SUV,18.0,1,45000.0,0
2021,Volkswagen,Hatchback,120.0,0,31290.0,0
2017,Dodge,Sedan,25.0,0,27995.0,0
2012,Jeep,SUV,27.0,1,27495.0,0
2017,Maserati,Sedan,20.0,1,80000.0,0
2017,Toyota,Sedan,24.0,0,35000.0,0
2016,Buick,Pickup,18.0,0,32000.0,0
1999,Ford,Pickup,20.0,0,18500.0,0
2015,INFINITI,Sedan,20.0,0,55900.0,0
2010,Lexus,SUV,20.0,0,40000.0,0
1999,Subaru,Sedan,20.0,1,25000.0,1
2014,Jeep,SUV,18.0,1,200000.0,1
2000,Toyota,Pickup,15.0,0,29000.0,0
2016,Saturn,SUV,28.0,0,32000.0,0
2014,Cadillac,SUV,14.0,0,72000.0,0
2012,Porsche,Coupe,15.0,1,150000.0,1
2004,Mazda,SUV,26.0,0,20000.0,0
2008,Porsche,Coupe,18.0,1,132600.0,1
2009,Hyundai,Coupe,21.0,0,24900.0,0
2022,Land,Pickup,22.0,1,48000.0,0
2013,Ford,Pickup,18.0,0,26000.0,0
2022,Lexus,Sedan,0.0,0,0.0,0
1996,Chevrolet,Van,15.0,0,20000.0,0
2010,Subaru,SUV,20.0,0,30000.0,0
2020,Audi,Sedan,22.0,1,84900.0,0
2002,Chevrolet,Coupe,20.0,1,26950.0,1
1999,Toyota,Sedan,25.0,0,20000.0,0
2023,Mercedes-Benz,Coupe,18.0,1,150000.0,1
2017,Ford,Pickup,20.0,0,30000.0,0
2019,INFINITI,Sedan,20.0,0,40000.0,0
1997,Jeep,SUV,18.0,0,21000.0,0
2004,Lincoln,Convertible,18.0,1,68000.0,0
2008,Toyota,SUV,14.0,1,66985.0,0
2014,Nissan,SUV,18.0,0,29000.0,0
2014,Toyota,Minivan,18.0,0,29500.0,0
2008,BMW,Sedan,20.0,0,30000.0,0
2013,Land,SUV,14.0,1,83700.0,0
2016,Pontiac,Sedan,15.0,0,30000.0,1
2013,Mercedes-Benz,Sedan,20.0,1,160000.0,0
2008,RAM,Pickup,13.0,0,30000.0,0
2010,Mazda,SUV,28.0,0,21000.0,0
2013,Lexus,Sedan,28.0,0,20500.0,0
2008,Mazda,Sedan,28.0,0,16995.0,0
2013,Nissan,Sedan,25.0,0,30000.0,0
2016,Mercedes-Benz,SUV,13.0,1,120000.0,1
2016,Acura,Sedan,25.0,1,30000.0,0
2014,Ford,SUV,20.0,1,42995.0,0
2013,Chevrolet,Pickup,14.0,0,34000.0,0
2019,Ferrari,Coupe,22.0,1,150000.0,1
2011,Ford,SUV,13.0,1,67000.0,0
2000,Chevrolet,SUV,12.0,0,35000.0,1
2023,Tesla,Sedan,130.0,0,39990.0,0
2008,Jeep,SUV,15.0,0,30000.0,0
2015,Jaguar,Sedan,18.0,0,75000.0,0
2021,Lexus,Sedan,24.0,0,39950.0,0
2016,Mercedes-Benz,Sedan,14.0,1,200000.0,1
2002,Land,SUV,12.0,1,71000.0,0
2006,Ford,SUV,18.0,1,35000.0,0
2020,Toyota,SUV,24.0,1,36000.0,0
2005,Land,SUV,15.0,0,39950.0,0
2010,Land,SUV,12.0,1,85000.0,0
2005,Subaru,SUV,20.0,1,32000.0,0
2019,RAM,Pickup,10.0,1,54000.0,0
2011,Audi,Coupe,13.0,1,162700.0,1
2007,Toyota,SUV,18.0,0,32000.0,0
2022,Toyota,Pickup,20.0,1,54000.0,0
2011,Chevrolet,Pickup,14.0,0,36000.0,0
2012,Hyundai,Sedan,35.0,0,23900.0,0
2022,Acura,SUV,15.0,1,115000.0,0
2018,Toyota,SUV,25.0,1,35000.0,0
2009,Mercedes-Benz,Sedan,25.0,0,30000.0,0
1999,GMC,SUV,12.0,1,37995.0,0
2016,Lexus,Sedan,24.0,0,40000.0,0
2015,Audi,Sedan,22.0,1,114000.0,0
2010,BMW,Sedan,28.0,0,33700.0,0
2022,RAM,SUV,20.0,0,50000.0,0
2017,Acura,SUV,20.0,0,44900.0,0
2024,BMW,Coupe,20.0,1,88700.0,0
2005,Rivian,SUV,0.0,1,0.0,0
2023,Jaguar,Coupe,20.0,1,109900.0,0
2000,Jaguar,Sedan,18.0,0,59900.0,1
2003,Subaru,Sedan,20.0,1,32995.0,0
2022,Porsche,Sedan,22.0,1,91100.0,0
2015,Toyota,Minivan,20.0,0,30000.0,0
2016,Chrysler,Sedan,20.0,0,35000.0,0
2013,Nissan,Sedan,38.0,0,26000.0,0
2022,Chevrolet,Pickup,22.0,0,42000.0,0
2014,Acura,SUV,28.0,1,40500.0,0
2009,BMW,Sedan,15.0,1,68000.0,0
2001,Mitsubishi,Sedan,24.0,0,19500.0,0
2015,BMW,Sedan,16.0,1,130000.0,0
2010,BMW,Sedan,17.0,1,60000.0,0
2015,Jaguar,Sedan,25.0,1,60000.0,0
2012,Chevrolet,Pickup,15.0,0,31000.0,0
2017,Porsche,SUV,20.0,0,40000.0,0
1995,Chevrolet,Pickup,14.0,0,23000.0,0
2020,Chevrolet,Pickup,20.0,0,30000.0,0
2019,Porsche,Convertible,21.0,1,71500.0,1
1998,INFINITI,Sedan,22.0,0,28900.0,0
2016,Volvo,SUV,21.0,0,49900.0,0
2018,Lexus,Hatchback,43.0,0,32000.0,0
2018,Rolls-Royce,Coupe,18.0,1,315000.0,1
2017,FIAT,Hatchback,30.0,0,20000.0,0
2010,Jeep,SUV,15.0,0,24000.0,0
2007,Toyota,Pickup,15.0,0,30000.0,0
2010,Jeep,SUV,20.0,0,30000.0,0
2012,Toyota,Sedan,40.0,1,39800.0,0
2013,Kia,Sedan,22.0,0,24500.0,0
2014,Maserati,SUV,15.0,1,120000.0,0
2004,Ford,Pickup,12.0,1,30000.0,0
2010,Kia,SUV,20.0,1,40000.0,0
2006,Audi,Sedan,15.0,1,90000.0,0
2005,Ford,Pickup,16.0,0,22000.0,0
2017,Honda,Sedan,22.0,1,34990.0,0
2010,BMW,Sedan,18.0,1,53800.0,0
2019,Mercury,SUV,22.0,0,54000.0,0
2011,Mercedes-Benz,SUV,11.0,1,135000.0,1
2005,Subaru,SUV,20.0,0,29500.0,0
2022,RAM,Pickup,15.0,1,70000.0,0
2018,Lexus,SUV,20.0,0,35000.0,0
2022,Audi,Sedan,24.0,1,55900.0,0
2010,Nissan,SUV,14.0,0,45000.0,0
2013,Lincoln,SUV,26.0,1,44500.0,0
2021,Porsche,Convertible,25.0,0,74000.0,0
2020,RAM,Pickup,20.0,0,40000.0,0
2019,Maserati,Sedan,18.0,1,102000.0,0
2013,Ford,SUV,20.0,1,41900.0,0
2018,Land,SUV,22.0,1,90000.0,0
2023,Lotus,Coupe,20.0,1,96200.0,0
2021,Mazda,Convertible,26.0,1,34390.0,1
2023,Chevrolet,SUV,20.0,1,60000.0,0
2010,Chrysler,Sedan,18.0,1,36800.0,0
2022,Ford,Hatchback,26.0,1,25000.0,0
2010,Jaguar,Sedan,16.0,1,84000.0,0
2007,Toyota,Hatchback,28.0,0,18500.0,0
2017,RAM,Pickup,16.0,1,52700.0,0
2013,Mercedes-Benz,SUV,25.0,0,35000.0,0
2007,Volvo,SUV,18.0,0,35000.0,0
2011,Porsche,Sedan,16.0,1,114000.0,1
2009,RAM,Pickup,15.0,1,33000.0,0
2013,Nissan,SUV,18.0,0,30000.0,0
2006,Audi,Sedan,18.0,1,58000.0,0
2016,Karma,Sedan,0.0,0,130000.0,1
2010,Mazda,Coupe,16.0,0,27900.0,0
2008,Lexus,Sedan,20.0,0,70000.0,0
2011,Chevrolet,Pickup,15.0,0,33500.0,0
2000,Lexus,Sedan,29.0,0,35000.0,0
1999,Ford,Pickup,12.0,0,28000.0,0
2019,Ford,Sedan,43.0,0,24000.0,0
2012,Volkswagen,Sedan,28.0,0,18500.0,0
2018,BMW,Sedan,20.0,1,108000.0,0
2003,GMC,Pickup,18.0,0,32000.0,0
2022,Mercedes-Benz,SUV,20.0,0,33500.0,0
2018,Ford,SUV,21.0,1,40990.0,0
2005,Ford,Sedan,20.0,0,30000.0,0
2016,Lamborghini,Coupe,15.0,1,421321.0,1
2021,Karma,Sedan,70.0,0,130000.0,0
2009,Toyota,Pickup,18.0,0,23000.0,0
2004,Hummer,SUV,10.0,0,60000.0,0
2023,Mercedes-Benz,Sedan,20.0,1,100000.0,0
2024,INFINITI,Coupe,20.0,1,75000.0,0
2018,INFINITI,Sedan,24.0,1,52000.0,0
2021,Toyota,Hatchback,22.0,1,35000.0,0
2018,Lincoln,Sedan,18.0,0,38240.0,0
2015,Nissan,SUV,20.0,0,35000.0,0
2022,Porsche,SUV,20.0,1,75000.0,0
2013,Ford,SUV,20.0,0,35000.0,0
2017,Honda,Sedan,49.0,1,33500.0,0
2012,Ford,Pickup,15.0,1,43500.0,0
2020,Jaguar,Coupe,20.0,0,85000.0,0
2013,Chevrolet,Coupe,16.0,1,79000.0,1
2008,Ford,SUV,18.0,0,30000.0,0
2014,Chevrolet,Minivan,16.0,0,33000.0,0
2005,Dodge,Sedan,30.0,0,16500.0,0
2008,Jaguar,Sedan,16.0,0,74750.0,0
2017,BMW,SUV,21.0,1,46000.0,0
2009,Bentley,SUV,15.0,1,200000.0,0
2001,Ford,SUV,15.0,0,30000.0,1
2021,Ford,Hatchback,25.0,0,27500.0,0
2015,GMC,Pickup,18.0,0,40000.0,0
2011,Subaru,Sedan,19.0,0,35000.0,1
2005,Toyota,SUV,17.0,0,33000.0,0
2011,Volkswagen,SUV,17.0,0,46955.0,0
2019,Ford,Pickup,20.0,0,40000.0,0
1974,Jaguar,SUV,10.0,0,5000.0,1
2016,Ford,Sedan,20.0,1,100000.0,0
2015,Lexus,SUV,30.0,1,55800.0,0
2023,Kia,SUV,22.0,0,35000.0,0
2015,Kia,SUV,17.0,1,37800.0,0
2011,Dodge,Sedan,14.0,1,64395.0,0
2007,BMW,Convertible,20.0,1,46000.0,0
2021,Lexus,SUV,18.0,1,87000.0,0
2001,Mercedes-Benz,Convertible,20.0,0,40000.0,0
2013,Hyundai,Sedan,24.0,0,22300.0,0
2017,Jeep,SUV,22.0,1,30495.0,0
2007,Hyundai,Sedan,30.0,0,15000.0,0
2009,Cadillac,SUV,12.0,1,73500.0,0
2011,Toyota,Sedan,26.0,0,16000.0,0
2004,Audi,Sedan,24.0,1,31000.0,0
2017,Porsche,Sedan,0.0,0,0.0,0
2015,Lincoln,SUV,18.0,1,65000.0,0
2023,Volkswagen,SUV,24.0,0,32990.0,0
1998,Chevrolet,Coupe,22.0,1,66000.0,1
2014,Mercedes-Benz,SUV,12.0,1,140900.0,1
2005,Hyundai,Sedan,27.0,0,13000.0,0
2007,Land,SUV,12.0,1,83500.0,0
2016,Porsche,SUV,20.0,1,65000.0,0
1995,Dodge,Pickup,15.0,0,27900.0,1
2004,Jeep,SUV,18.0,0,25000.0,0
2019,Toyota,Sedan,52.0,0,28400.0,0
2017,Jaguar,Sedan,20.0,0,74800.0,0
1994,Nissan,Coupe,20.0,0,17000.0,1
2005,Lexus,Sedan,22.0,0,66300.0,0
2004,Chevrolet,Coupe,24.0,0,24000.0,0
2009,Mercedes-Benz,Sedan,16.0,1,84900.0,0
2011,Cadillac,SUV,17.0,0,40850.0,0
2019,Ford,SUV,15.0,1,75000.0,0
1999,RAM,SUV,10.0,0,36000.0,0
2015,Audi,SUV,20.0,1,38900.0,0
2013,Lexus,SUV,13.0,1,120000.0,1
2019,Volkswagen,Hatchback,30.0,0,25000.0,0
2022,Lexus,Sedan,44.0,0,40900.0,0
2019,Lexus,SUV,18.0,1,89000.0,0
2023,Tesla,Pickup,0.0,0,0.0,0
2013,Audi,Coupe,20.0,1,60000.0,1
2015,Mercedes-Benz,Sedan,20.0,0,130000.0,1
2024,Ford,Pickup,20.0,0,30000.0,0
2017,Honda,SUV,26.0,0,25995.0,0
1995,Porsche,Convertible,18.0,1,90000.0,1
2015,Toyota,Sedan,14.0,1,87195.0,1
2019,Toyota,SUV,25.0,1,34995.0,0
2013,BMW,SUV,18.0,1,61300.0,0
2010,Porsche,SUV,23.0,1,65000.0,0
2013,Acura,Sedan,24.0,0,35000.0,0
1997,Volkswagen,Sedan,25.0,0,20000.0,0
2009,Lexus,SUV,18.0,0,42000.0,0
2015,Chevrolet,Sedan,26.0,0,18500.0,0
2011,Toyota,Hatchback,26.0,0,21700.0,0
2014,Lexus,Sedan,67.0,1,57975.0,0
2012,Land,SUV,20.0,1,90000.0,1
2013,Ford,Pickup,-1.0,0,0.0,0
2021,Dodge,Pickup,0.0,1,0.0,0
2004,Audi,Convertible,13.0,1,139000.0,1
2014,Mazda,Convertible,29.0,0,24000.0,1
2017,GMC,Pickup,18.0,0,45500.0,0
2013,Chevrolet,Pickup,18.0,0,27500.0,0
2005,Audi,Sedan,24.0,1,30000.0,0
2006,BMW,Coupe,18.0,1,29999.0,0
2004,INFINITI,Coupe,20.0,1,36000.0,0
2024,BMW,Sedan,25.0,1,70000.0,0
2012,Lincoln,Sedan,25.0,0,30000.0,0
2020,Audi,Sedan,28.0,1,46000.0,0
2018,Dodge,Pickup,18.0,0,40000.0,0
2019,Toyota,SUV,29.0,1,45315.0,0
2003,Hyundai,Sedan,20.0,0,19500.0,0
2017,Honda,Sedan,28.0,0,23800.0,0
1996,Dodge,Pickup,13.0,0,25950.0,0
2006,Chevrolet,Sedan,20.0,0,25000.0,0
2022,Land,SUV,20.0,1,105000.0,0
2000,Chevrolet,Pickup,15.0,0,24000.0,0
2007,INFINITI,Sedan,18.0,0,61250.0,0
2014,Mercedes-Benz,Sedan,20.0,1,59000.0,0
2020,Dodge,Sedan,30.0,0,19500.0,0
2007,BMW,Convertible,20.0,0,45000.0,0
2022,Toyota,Sedan,31.0,0,28500.0,0
2017,Audi,Coupe,19.0,1,65000.0,0
2017,Cadillac,Sedan,25.0,1,45000.0,0
2005,Chevrolet,SUV,15.0,1,42000.0,0
2020,BMW,Sedan,22.0,1,55000.0,0
2016,Maserati,Sedan,17.0,1,120000.0,1
2020,Ford,SUV,24.0,1,60000.0,0
2022,Mitsubishi,Convertible,25.0,0,30000.0,0
1993,Chevrolet,Coupe,20.0,0,19000.0,1
2007,Mercedes-Benz,Sedan,15.0,1,79000.0,1
2004,Ford,SUV,20.0,0,25000.0,0
2015,Maserati,Sedan,15.0,1,76000.0,1
2006,GMC,SUV,22.0,0,30000.0,0
2023,Land,SUV,24.0,1,46950.0,0
2019,Subaru,Coupe,24.0,1,28995.0,0
2020,BMW,SUV,18.0,1,99900.0,0
2023,Ford,SUV,60.0,1,70000.0,0
2013,Porsche,Convertible,19.0,1,120000.0,1
2001,Nissan,Sedan,20.0,0,27000.0,0
1998,Jeep,SUV,15.0,0,25000.0,1
2007,Mazda,Coupe,18.0,0,32650.0,0
2023,Porsche,Convertible,22.0,1,91000.0,0
2023,Mercedes-Benz,Convertible,22.0,1,65000.0,0
2012,Tesla,Sedan,130.0,0,35000.0,0
2016,Mercedes-Benz,Convertible,22.0,1,121600.0,0
2019,Nissan,Sedan,28.0,0,23000.0,0
2012,Chevrolet,SUV,14.0,1,56995.0,0
1993,Audi,Sedan,25.0,1,30000.0,0
2012,Nissan,Sedan,20.0,0,31990.0,0
2004,Mazda,SUV,24.0,0,20000.0,0
2003,Cadillac,Sedan,18.0,0,49990.0,0
2019,Hyundai,SUV,25.0,1,28990.0,0
2008,Ferrari,Coupe,15.0,1,250000.0,1
2021,Chevrolet,Pickup,19.0,0,30500.0,0
2017,Hyundai,Sedan,58.0,0,22000.0,0
2013,Mercedes-Benz,SUV,18.0,1,50000.0,0
2010,Chevrolet,SUV,15.0,0,50000.0,0
2014,BMW,Sedan,30.0,0,30000.0,0
2012,Audi,Coupe,18.0,1,60000.0,0
1999,Cadillac,Sedan,18.0,0,47000.0,0
2002,Bentley,Coupe,12.0,1,150000.0,1
2012,Mercedes-Benz,SUV,30.0,0,25000.0,0
2021,Land,SUV,18.0,1,115900.0,0
2021,BMW,SUV,24.0,0,35900.0,0
2004,Ford,Minivan,22.0,0,23000.0,0
1995,Ford,SUV,15.0,0,30000.0,1
2021,BMW,Convertible,24.0,0,49000.0,0
2011,Audi,Sedan,24.0,1,24900.0,0
1993,Ferrari,SUV,15.0,1,100000.0,1
2016,Ford,SUV,18.0,1,35600.0,0
2021,Dodge,SUV,18.0,1,60000.0,0
2013,Audi,SUV,20.0,1,40000.0,0
2007,Mercedes-Benz,SUV,21.0,0,25000.0,0
1994,GMC,Pickup,12.0,0,29995.0,0
2004,Ford,SUV,17.0,1,31000.0,0
2011,Mercedes-Benz,SUV,26.0,1,33000.0,0
2007,Ford,Sedan,40.0,0,28000.0,0
2016,Kia,SUV,20.0,0,32000.0,0
2005,Acura,Sedan,29.0,1,29900.0,0
2004,Honda,Convertible,20.0,1,35000.0,1
2013,Bentley,Coupe,14.0,1,202500.0,1
2004,Nissan,Pickup,13.0,0,29999.0,0
2011,Land,SUV,15.0,1,85000.0,1
2016,Honda,Convertible,20.0,1,39000.0,1
2021,Hyundai,Sedan,25.0,0,65000.0,0
2003,Toyota,SUV,24.0,0,24200.0,0
2018,INFINITI,SUV,13.0,1,148900.0,1
2019,Audi,Sedan,24.0,0,42000.0,0
2006,Volvo,Sedan,25.0,0,25000.0,0
2018,Volkswagen,Sedan,25.0,0,25500.0,0
2010,Porsche,Coupe,20.0,1,60000.0,0
2002,Ford,Coupe,18.0,0,30000.0,1
2022,Hyundai,Sedan,22.0,1,65000.0,0
2002,BMW,Coupe,20.0,1,70000.0,1
2011,BMW,SUV,20.0,0,35000.0,0
2013,Mercedes-Benz,SUV,24.0,0,44000.0,0
2022,Genesis,Sedan,18.0,1,50000.0,0
2021,Maserati,Sedan,19.0,0,102000.0,1
2022,Nissan,SUV,20.0,1,44300.0,0
2005,Acura,Sedan,28.0,1,30000.0,0
2021,Mercedes-Benz,SUV,15.0,0,65000.0,0
2020,Mercedes-Benz,Convertible,23.0,1,89850.0,0
2022,Lexus,Sedan,21.0,0,50900.0,0
2018,Nissan,SUV,25.0,0,24000.0,0
2018,Lexus,SUV,22.0,0,40000.0,0
2018,Mercedes-Benz,SUV,18.0,1,65000.0,0
2007,Toyota,Sedan,18.0,0,60000.0,0
2003,Mazda,SUV,20.0,0,30000.0,0
2019,Hyundai,SUV,30.0,0,30000.0,0
1994,Mercury,Convertible,24.0,0,19500.0,1
2017,BMW,Coupe,27.0,0,44100.0,0
1998,Ford,SUV,12.0,1,40000.0,0
2023,INFINITI,Sedan,24.0,0,35000.0,0
2022,Audi,SUV,0.0,0,0.0,0
1999,GMC,Pickup,12.0,0,26055.0,0
2000,Saturn,Coupe,24.0,0,25000.0,1
2002,Porsche,Convertible,20.0,1,78500.0,1
2015,Jaguar,Sedan,26.0,0,70000.0,0
2019,Mercedes-Benz,Sedan,24.0,1,50000.0,0
2021,Ford,Pickup,18.0,0,35000.0,0
2002,Land,SUV,15.0,1,50000.0,0
2003,Dodge,Pickup,10.0,0,43000.0,0
2015,Audi,Coupe,15.0,1,40000.0,0
2013,Audi,Sedan,30.0,1,25000.0,0
2016,Porsche,Sedan,20.0,1,75000.0,0
2017,INFINITI,Sedan,20.0,0,60000.0,0
2020,Jeep,SUV,20.0,0,40000.0,0
2012,Jeep,SUV,18.0,0,25000.0,0
1997,Ford,Pickup,20.0,0,19000.0,0
2020,Maserati,Coupe,10.0,1,500000.0,1
2020,Ford,Pickup,0.0,0,0.0,0
2020,Pontiac,Convertible,20.0,1,30000.0,0
2022,Lexus,Sedan,18.0,1,116000.0,0
2014,Nissan,Minivan,24.0,0,20000.0,0
2003,Lamborghini,Coupe,10.0,0,273000.0,1
2020,Honda,Convertible,20.0,0,46000.0,1
2016,Alfa,SUV,24.0,0,40000.0,0
2014,Ford,Sedan,26.0,0,21000.0,0
2020,Nissan,Sedan,25.0,0,30000.0,0
2021,Ford,SUV,22.0,1,60000.0,0
2001,Dodge,Pickup,15.0,0,29300.0,0
2011,Chevrolet,Pickup,20.0,0,30000.0,0
2014,Land,SUV,20.0,1,75000.0,0
2012,Nissan,Pickup,10.0,0,38990.0,0
2007,Acura,Sedan,28.0,0,22900.0,1
2015,Audi,Coupe,18.0,1,60000.0,0
2006,Bugatti,Convertible,8.0,1,2000000.0,1
2015,Bentley,SUV,15.0,0,60000.0,0
2008,Bentley,Coupe,15.0,1,200000.0,1
2013,BMW,Sedan,0.0,0,0.0,0
2022,Lexus,SUV,0.0,0,0.0,0
2021,Ford,SUV,27.0,0,29690.0,0
2014,RAM,Pickup,18.0,1,49800.0,0
2020,Honda,SUV,30.0,1,35000.0,0
2020,Lincoln,SUV,18.0,1,60000.0,0
2021,Ford,SUV,21.0,1,42995.0,0
2017,Tesla,Sedan,136.0,0,35000.0,0
2011,INFINITI,Coupe,18.0,1,105000.0,0
2014,Mercedes-Benz,Sedan,25.0,1,35000.0,0
2015,Nissan,Minivan,20.0,1,35000.0,0
2017,Volkswagen,Sedan,28.0,0,22000.0,0
2008,Mercedes-Benz,Sedan,20.0,0,48750.0,1
2019,Honda,Minivan,22.0,1,47000.0,0
2017,Audi,SUV,13.0,1,149000.0,1
2003,BMW,Convertible,17.0,1,46000.0,1
2006,Ford,SUV,15.0,0,25000.0,0
2020,Mercedes-Benz,SUV,20.0,1,60000.0,0
2008,Mazda,Convertible,24.0,1,27000.0,0
2008,INFINITI,Sedan,20.0,1,35000.0,0
2012,Hyundai,Sedan,18.0,0,60000.0,0
2001,Jaguar,Sedan,25.0,0,62985.0,1
2020,Volkswagen,Hatchback,24.0,0,30500.0,0
2012,INFINITI,Sedan,20.0,1,55000.0,0
2017,RAM,Pickup,19.0,0,32500.0,0
2017,Audi,Sedan,24.0,1,82500.0,0
2005,Porsche,Sedan,20.0,1,72000.0,0
2013,Hyundai,Sedan,40.0,0,22850.0,0
2013,Nissan,Convertible,20.0,0,32000.0,0
2012,Lincoln,Sedan,18.0,1,50905.0,0
2020,Porsche,SUV,14.0,1,280000.0,1
2023,Toyota,Sedan,25.0,0,40000.0,0
2006,BMW,Sedan,20.0,1,45000.0,0
2009,Chevrolet,SUV,17.0,1,42200.0,0
2006,Jeep,SUV,14.0,0,23995.0,0
2008,Toyota,SUV,17.0,0,30900.0,0
2010,Volvo,Sedan,25.0,1,35000.0,0
2011,Bentley,Sedan,12.0,1,180000.0,1
2009,Dodge,Sedan,16.0,1,30000.0,0
2016,Mercedes-Benz,Convertible,15.0,1,154000.0,1
2011,Nissan,Coupe,19.0,1,38750.0,0
2012,Land,SUV,20.0,0,50000.0,0
2009,Cadillac,Sedan,16.0,1,50000.0,0
2005,BMW,Sedan,20.0,1,35000.0,0
2021,Toyota,SUV,24.0,0,40000.0,0
2015,Genesis,SUV,13.0,1,148900.0,1
2015,FIAT,Convertible,26.0,1,30000.0,0
2019,Land,SUV,18.0,1,64000.0,0
2017,Honda,SUV,20.0,1,40900.0,0
2011,Porsche,Sedan,25.0,0,24000.0,0
2007,Porsche,Convertible,19.0,1,92800.0,1
2012,Ford,SUV,12.0,1,48630.0,0
1996,Mitsubishi,Convertible,23.0,0,25000.0,1
2014,Mercedes-Benz,Sedan,20.0,0,60000.0,0
2023,Tesla,SUV,0.0,1,84990.0,0
2013,Aston,Coupe,13.0,0,139000.0,1
2013,Saab,Sedan,24.0,1,32900.0,0
2013,Mercedes-Benz,Sedan,18.0,1,106900.0,1
2022,Cadillac,SUV,16.0,0,77995.0,0
2008,Lexus,SUV,30.0,0,41000.0,0
1998,Kia,SUV,20.0,0,17000.0,0
2022,Toyota,Minivan,36.0,1,47500.0,0
2009,Chevrolet,SUV,15.0,0,45900.0,0
2024,Porsche,SUV,20.0,1,72700.0,0
2011,Lexus,Sedan,20.0,0,35000.0,0
2017,Alfa,SUV,24.0,0,41995.0,0
2016,Mercedes-Benz,Convertible,22.0,1,127550.0,1
2022,Lincoln,Sedan,20.0,1,51000.0,0
2015,Porsche,Coupe,20.0,1,115000.0,1
2003,Audi,Convertible,16.0,0,130000.0,1
